"dream.pop","australian.alternative.rock","glam.metal","power.metal","post.punk","garage.rock","rap","britpop","gothic.post.punk","ska","deep.vocal.house","kraut.rock","metal","dance.rock","freestyle","piano.rock","classic.funk.rock","deep.funk","german.metal","uk.post.punk","traditional.irish.folk","australian.country","bubblegum.pop","a.cappella","hip.house","lovers.rock","exotica","p.funk","groove.metal","c86","melodic.hard.rock","zolo","urban.contemporary","album.rock","lounge","punk","gangster.rap","funk.rock","r.b","mod.revival","progressive.rock","roots.rock","boogaloo","hardcore.hip.hop","dance.pop","neo.mellow","swedish.hard.rock","folk.pop","rockabilly","speed.metal","british.blues","miami.bass","turkish.hip.hop","german.techno","folk.punk","northern.soul","post.disco","new.wave","irish.rock","british.invasion","new.wave.pop","italian.disco","jazz.christmas","neo.soul","singer.songwriter","soft.rock","disco","gospel","australian.dance","corrosion","ethereal.wave","opm","progressive.metal","funk","bubblegum.dance","swing","nu.gaze","no.wave","jazz.blues","kabarett","chamber.pop","traditional.rock..n.roll","chill.out","japanese.r.b","merseybeat","adult.standards","heavy.christmas","vocal.jazz","nwobhm","soul.christmas","chanson","motown","industrial","east.coast.hip.hop","pop.rock","art.rock","electronic","celtic.rock","oi","new.age","boy.band","noise.pop","post.disco.soul","folk","southern.soul","quiet.storm","brill.building.pop","celtic","dark.wave","twee.pop","pop.christmas","skate.punk","permanent.wave","classic.rock","acid.house","blues.rock","hardcore.punk","neo.psychedelic","cabaret","dub","gothic.rock","electric.blues","chicago.soul","pop","europop","rock.and.roll","new.romantic","traditional.folk","downtempo","lilith","punk.christmas","smooth.jazz","melancholia","indie.christmas","hard.rock","reggae","trip.hop","power.pop","rap.rock","industrial.metal","alternative.rock","dancehall","jangle.pop","electro","ska.revival","jazz.funk","hi.nrg","tropical","fourth.world","psychedelic.rock","irish.folk","big.beat","contemporary.post.bop","indie.rock","acid.jazz","celtic.punk","easy.listening","christian.metal","austropop","neue.deutsche.welle","post.hardcore","hip.hop","reggae.fusion","sleaze.rock","chicago.house","celtic.christmas","symphonic.rock","rock","finnish.indie","australian.pop","welsh.rock","entehno","folk.rock","synthpop","country.christmas","deep.ragga","salsa","mellow.gold","soul","soul.blues","madchester","roots.reggae","slow.core","mambo","soul.jazz","german.pop","texas.blues","tekno","eurobeat","memphis.soul","glam.rock","cowpunk","eurodance","folk.christmas","world.christmas","christmas","old.school.hip.hop","scottish.rock","j.rap","operatic.pop","canterbury.scene","shoegaze","neo.progressive","beach.music","anti.folk","pop.rap","kiwi.rock","southern.rock","new.jack.smooth","experimental.rock","suomi.rock","space.rock","experimental","laboratorio","rock.steady","deep.new.wave","bow.pop","new.jack.swing","country.rock","latin.jazz","classic.french.pop","industrial.rock","psychobilly","protopunk","jazz.fusion","thrash.metal","pub.rock","jazz"
56.3719835113146,20.1081517392623,71.4147594676074,5.04173602219377,156.482195776541,1.01282051282051,51.4679204984743,75.1915040368771,5.02210552027357,14.1126984126984,1.01010101010101,2.01219512195122,59.6883918259056,1206.5222830102,148.371099949087,38.3250111281912,333.238412816827,25.2738758825715,1.01052631578947,173.586489760397,13.0354509359047,1.01,10.0497486173957,2.01612903225806,10.0475935828877,84.8404592783053,2.01219512195122,30.1201808039561,1.01492537313433,16.0901724967093,4.02527472527473,53.4446741082182,210.592851082385,685.263494080458,27.3227430968057,40.5316263121129,23.3154884619383,255.48970758617,66.6715309858399,1.01052631578947,132.675191278399,116.659475062819,7.02439024390244,24.3262411501103,194.250536458891,15.0759906759907,22.3333333333333,49.3136422592767,25.1925422563467,22.2289723785546,77.9817913019292,2.01234567901235,18.144696969697,2.01219512195122,12.0678395826752,12.0782716518517,341.328224230214,1178.52847259559,7.04770404536623,66.1597247620853,1586.76159516036,22.0463949783623,75.7210524133212,26.2686487803262,195.719817394318,811.754291712101,317.230039070702,2.01666666666667,1.01,5.03727422003284,7.05195971196791,4.01234567901235,6.05272503318278,425.548071216114,16.5181818181818,14.2605263157895,6.09579100145138,4.05090104257674,35.1859038451683,4.03174603174603,12.1260608434521,5.02631578947368,9.03661616161616,12.3582112332112,21.4412209233028,38.3673710129275,153.793197108077,23.2983528529032,16.1576714963382,460.814486026605,15.1363636363636,327.703969981313,9.05347985347986,1.01075268817204,26.2426573426574,574.734670741733,15.0778561178754,46.1302781182318,5.03010704727921,15.0778846153846,43.0615312791784,5.07692307692308,80.4967134777162,38.2369451684474,130.985042313009,468.678779987927,41.2000592839314,18.0857558139535,29.1707072728106,2.01298701298701,353.43161854526,1.01041666666667,390.053845456625,178.516981739997,5.02762328513162,130.185278369446,25.3984567901235,13.1295546558705,20.1616901734773,10.0695556507445,72.4215290854487,15.0622387007695,80.472726700772,131.681597064952,305.260623218814,59.3452320502129,1221.06636369604,53.3129358444381,9.03661616161616,16.0883363550031,3.03918958887903,40.371402692847,44.2964165409942,21.2136391273884,254.283394756434,44.7584829287529,9.03661616161616,2.02,19.2947580645161,7.03809523809524,31.2829517084792,37.2275368505554,60.3041456767578,75.8898885105569,14.1126984126984,19.1041393270975,735.015105413705,7.02439024390244,5.03091611729939,35.6834611037397,18.0857558139535,10.0471424774056,4.01282051282051,22.3686313686314,5.02431476569407,11.0683932925312,22.2965444666687,1.01052631578947,39.0961786900552,41.1070482552726,1.01041666666667,39.4086990086099,34.688158722892,8.05141080822573,12.0692899517983,18.0857558139535,82.7210247394419,528.906073977783,3.02,2.02475845410628,13.1066545155731,15.1363636363636,191.254523276671,932.577248391962,1.01,3.01449275362319,7.02439024390244,650.564738291845,418.64604745255,79.5520830937533,163.100342822788,28.1763691076147,1.0188679245283,7.02439024390244,14.0807924984876,51.582614476491,15.0852525933416,2.01052631578947,16.5181818181818,54.2782072111818,402.120824643898,1.01282051282051,16.5181818181818,121.069343852998,68.7840573170647,73.6401517756544,83.2525252848874,23.9993848257006,12.3582112332112,15.1363636363636,1.01052631578947,22.1946046304545,16.8518518518519,32.1737695078031,11.0577385725742,4.02073039742213,1.01086956521739,59.8097058742958,1.01149425287356,26.1964602394219,3.02,13.1295546558705,44.3091540606352,4.01538461538462,32.5296442687747,46.2345923265989,11.0590105770518,179.480959827066,27.205916198916,7.02439024390244,2.01190476190476,17.1397446897447,2.0265191429575,124.380738858355,18.092645074224,8.08419075056399,33.2524820940319,4.01282051282051
