"adult.standards","g.funk","nu.metal","singer.songwriter","pop.punk","punk","groove.metal","new.wave.pop","ccm","contemporary.country","christian.christmas","children.s.christmas","quiet.storm","british.blues","industrial.rock","alternative.hip.hop","hip.pop","indie.r.b","ska.punk","punk.christmas","juggalo","christian.music","folk.christmas","honky.tonk","modern.country.rock","children.s.music","punk.blues","dancehall","detroit.hip.hop","glam.rock","indie.rock","country.road","melodic.hardcore","crunk","piano.rock","funk.metal","permanent.wave","surf.music","christian.rock","christmas","jazz.christmas","old.school.hip.hop","hardcore.punk","thrash.metal","dirty.south.rap","motown","funk.rock","garage.rock","rap.metal","mellow.gold","grunge","opera","melodic.metalcore","neo.mellow","southern.rock","folk.rock","classic.funk.rock","dance.pop","folk.pop","urban.contemporary","jerk","album.rock","folk","west.coast.rap","europop","pop","alternative.r.b","rap.rock","alternative.metal","boy.band","hip.hop","smooth.jazz","screamo","soft.rock","alternative.rock","teen.pop","idol","metalcore","country.dawn","roots.rock","gangster.rap","melancholia","australian.country","classic.rock","operatic.pop","new.jack.swing","worship","r.b","pop.christmas","christian.alternative.rock","stoner.metal","speed.metal","traditional.country","stoner.rock","rock.and.roll","pop.rap","industrial.metal","soul","italian.pop","east.coast.hip.hop","post.grunge","trap.music","neo.soul","underground.hip.hop","traditional.folk","neo.psychedelic","hardcore.hip.hop","candy.pop","emo","heavy.christmas","metal","southern.hip.hop","soul.christmas","skate.punk","rock","blues.rock","pop.rock","country.rock","lilith","rap","rockabilly","funk","memphis.hip.hop","country","reggae.fusion","country.christmas","hard.rock"
40.8439342520225,46.0732401656315,463.533521503012,267.268529043727,117.233345299588,35.517816091954,196.896992445305,126.356572349733,21.5174293260032,364.93105099747,30.0571118656857,11.1,82.6124088630668,37.1862745098039,10.4444444444444,66.6938956433637,241.751877189083,105.192940801029,20.8468253968254,28.6852869352869,54.8692203186884,21.5174293260032,262.48662173535,33.5565656565656,13.6111111111111,11.1,21.125,35.6607538802661,57.924892293237,28.0833333333333,21.125,68.2766233766233,24.817816091954,136.898021419548,28.906512605042,330.129194689475,222.550620144044,11,21.5174293260032,36.4288101604278,9.58333333333333,12.125,14.117816091954,25.9206349206349,196.507545229072,26.1388888888889,254.198341267715,21.125,333.681977952001,199.683559818539,87.2535031635032,14.0606060606061,10.4444444444444,300.741964812747,55.42889420521,88.916958228408,41.2752525252525,815.711133250862,100.071943276554,516.077046073346,9.35,108.700781073913,36.898187134503,20.6547619047619,135.353425229741,620.017526783229,20.9848484848485,513.634711979203,461.548673018164,68.6356421356422,529.406752185339,9.58333333333333,14.117816091954,220.567951352931,366.01815185012,206.543979386626,21.683223209539,29.2619047619047,117.615701257807,98.0206619321118,216.438844002762,16.1938461538462,14.5212765957447,109.700781073913,45.7529137529138,166.113700041153,21.5174293260032,454.378289377685,1005.61903575379,38.2610190695929,13.1515151515152,25.9206349206349,14.6055555555556,13.1515151515152,27.277183600713,588.348746528501,79.0261416337563,36.2698412698413,14.0606060606061,21.0317307692308,492.90042901071,110.573551445078,239.947333701954,13.3333333333333,36.898187134503,13.1515151515152,128.717506105006,95.0396825396825,51.5186932849365,53.9233058608058,25.9206349206349,179.407545229072,247.395553225584,24.817816091954,438.363606247499,151.757009980007,525.998580013713,54.1695508210006,74.3934049615653,444.812014896484,41.8827391562686,26.1388888888889,8.10460992907801,364.93105099747,35.6607538802661,311.784469800888,36.5873660618341
