"jam.band","soul.blues","adult.standards","electro","singer.songwriter","electronic","punk","p.funk","new.wave.pop","swedish.pop","texas.country","contemporary.country","progressive.rock","deep.adult.standards","kraut.rock","nashville.sound","ragga.jungle","comedy","canterbury.scene","quiet.storm","british.blues","movie.tunes","deep.southern.soul","reggae","new.wave","punk.christmas","folk.christmas","honky.tonk","dance.rock","psychobilly","canadian.country","glam.rock","j.rap","space.rock","piano.rock","funk.metal","permanent.wave","deep.melodic.house","surf.music","hi.nrg","german.techno","christmas","jazz.christmas","japanese.r.b","protopunk","motown","funk.rock","jazz.blues","italian.disco","chicago.soul","mellow.gold","southern.rock","folk.rock","classic.funk.rock","deep.northern.soul","folk.pop","urban.contemporary","hip.house","album.rock","folk","country.gospel","europop","eurodance","boy.band","brill.building.pop","alternative.country","smooth.jazz","alternative.rock","soft.rock","new.romantic","memphis.soul","neo.progressive","country.dawn","vocal.jazz","disco","roots.rock","psychedelic.rock","electric.blues","bow.pop","jazz.fusion","southern.soul.blues","western.swing","modern.blues","post.disco.soul","australian.country","screamo.punk","classic.rock","deep.soft.rock","northern.soul","art.rock","easy.listening","new.jack.swing","symphonic.rock","vocal.house","pop.christmas","zolo","merseybeat","traditional.country","australian.dance","british.invasion","rock.and.roll","underground.power.pop","soul","lounge","deep.funk","j.pop","hollywood","soul.jazz","post.punk","traditional.folk","jazz.funk","soundtrack","southern.soul","experimental.rock","bubblegum.pop","jangle.pop","romanian.rock","post.disco","heavy.christmas","metal","power.pop","outlaw.country","soul.christmas","comic","british.folk","rock","blues.rock","country.rock","deep.disco","glam.metal","barbershop","rockabilly","funk","roots.reggae","canadian.indie","country","cowboy.western","country.christmas","hard.rock"
5.01428571428571,77.3271971607359,404.835424945984,7.01492537313433,768.369450941623,7.01492537313433,19.0722339675828,30.1964285714286,210.858796386825,39.2777777777778,6.02380952380952,43.1282675657676,277.266767680053,9.02040816326531,7.01492537313433,137.430106820357,5.01408450704225,25.1420373027259,7.02236381809096,705.285477178101,150.466920729287,8.02127659574468,7.025,5.02469135802469,55.2670864964343,19.0722339675828,504.029471890976,6.02380952380952,55.2670864964343,3.02247191011236,42.1072261072261,609.217898117972,32.2173913043478,7.02236381809096,135.297015674957,14.0714285714286,96.4922425419392,11.0263157894737,6.01694915254237,787.643801069892,7.01492537313433,217.028206354889,60.3055555555555,32.2173913043478,73.4986608432757,587.286139365599,648.998188273627,29.15,22.1111111111111,142.513633506577,2227.87505204638,470.851077411748,961.507339694498,739.220313275756,7.01408450704225,489.909488098699,85.357242316981,5.03076923076923,1294.91237617319,293.91049005009,92.2945288094299,61.3228758169935,22.0450980392157,55.3377616747181,176.448626590303,12.0952380952381,67.688606991066,5.01086956521739,2517.6629723198,50.2562169312169,63.289271990668,6.01818181818182,47.9955065224343,70.7014353259034,1318.18030100057,487.605108171401,96.3802789900101,77.1084340262884,91.136772516699,58.6558201058201,10.025,6.02380952380952,45.8451086956522,31.3019841269841,23.8771929824561,4.01086956521739,894.614799436774,59.3960455647956,30.0910657312,211.592408466924,51.5147006320258,13.04,269.242377436151,5.03076923076923,135.054075187026,20.0453523238381,21.0647543799381,92.2945288094299,47.5438596491228,82.9005643064456,25.065156794425,35.1504151201664,688.295963305035,90.7504149177401,16.125,32.2173913043478,8.02127659574468,20.3650793650794,5.01086956521739,384.707657456411,74.7034391534391,14.1538461538462,190.203772323779,5.01086956521739,274.832966028165,12.0405643738977,8.01694915254237,422.78193832817,212.67844598139,27.2815270935961,35.0911761647765,6.02380952380952,591.574983925333,25.1420373027259,23.0748917748918,1192.41152394342,380.498268568896,712.24485253859,129.270998054979,30.1008587742067,17.0625,21.0529616724738,769.357522933099,5.02469135802469,6.02985074626866,189.428903022815,6.02380952380952,248.431632211371,456.560477082722
