"chamber.pop","jam.band","lo.fi","soul.blues","adult.standards","indie.christmas","g.funk","nu.metal","singer.songwriter","punk","pop.punk","electronic","groove.metal","new.wave.pop","ccm","contemporary.country","children.s.christmas","christian.christmas","comedy","quiet.storm","british.blues","industrial.rock","alternative.hip.hop","hip.pop","indie.r.b","punk.christmas","juggalo","christian.music","folk.christmas","honky.tonk","canadian.country","children.s.music","punk.blues","detroit.hip.hop","glam.rock","indie.rock","country.road","crunk","piano.rock","funk.metal","permanent.wave","vegas.indie","surf.music","christian.rock","christmas","jazz.christmas","old.school.hip.hop","progressive.metal","indie.folk","tropical","dirty.south.rap","funk.rock","jazz.blues","anti.folk","garage.rock","rap.metal","mellow.gold","acoustic.pop","grunge","opera","melodic.metalcore","christian.punk","neo.mellow","southern.rock","folk.rock","dance.pop","folk.pop","urban.contemporary","jerk","album.rock","folk","west.coast.rap","britpop","latin.hip.hop","europop","pop","alternative.r.b","texas.blues","rap.rock","alternative.metal","boy.band","hip.hop","new.age","smooth.jazz","screamo","soft.rock","alternative.rock","teen.pop","idol","metalcore","country.dawn","vocal.jazz","disco","roots.rock","electric.blues","gangster.rap","hurban","modern.blues","australian.country","classic.rock","neo.classical.metal","operatic.pop","new.jack.swing","worship","industrial","r.b","pop.christmas","jump.blues","christian.alternative.rock","piano.blues","pop.rap","industrial.metal","soul","italian.pop","east.coast.hip.hop","post.hardcore","lounge","post.grunge","trap.music","neo.soul","madchester","neo.psychedelic","traditional.folk","hardcore.hip.hop","deep.acoustic.pop","candy.pop","latin","latin.pop","emo","heavy.christmas","metal","power.pop","southern.hip.hop","reggaeton","skate.punk","soul.christmas","comic","rock","blues.rock","pop.rock","country.rock","indie.pop","glam.metal","lilith","rap","sleaze.rock","memphis.hip.hop","country","country.christmas","hard.rock"
8.10876623376623,42.1350846521899,23.2451298701298,35.3848443223443,37.3173642533936,69.7249278499278,52.2345238095238,253.489909993108,140.405502856295,15.8962765957447,208.522421672015,25.4896214896215,145.241437728938,30.9619047619048,8.52857142857143,441.738358057966,9.18977591036414,32.3998480243161,20.6960007545746,22.0900722565106,8.55357142857143,27.3232558139535,76.7938191438192,344.079765104542,180.059845389855,87.0688172495354,39.0330225330225,32.3998480243161,119.921681096681,29.0333333333333,47.6507936507937,9.18977591036414,13.6111111111111,98.1707116412999,48.7051587301587,84.2150072150071,197.559266127973,212.647479971467,11,211.207857882858,345.901917307856,36.3587662337662,7.86666666666667,32.3998480243161,33.8919563279857,53.0293248418248,8.09774436090225,9.45,8.10876623376623,15.8333333333333,206.682112006099,123.500065675066,35.3848443223443,15.1363636363636,13.6111111111111,167.350528638029,72.8830755263699,62.0780996050733,89.308428121586,33.9166666666667,11.1,9.35,250.545247288794,15.4326923076923,38.3993266494606,947.115705579095,10.1309523809524,650.850583047356,14.5409090909091,45.7326479076479,11.4222222222222,30.3595238095238,11,15.8333333333333,182.143320533955,803.544606495623,29.8188461538462,15.4326923076923,250.418169330669,253.489909993108,40.3207070707071,600.491650716979,13.3181818181818,17.6444805194805,10.3111111111111,43.2277964959569,301.420416133574,214.420036946198,30.2546517809676,21.4111111111111,149.905109837666,35.3848443223443,13.6527964959569,63.9629713381053,15.4326923076923,280.851917200904,31.0309090909091,15.4326923076923,29.424358974359,27.4285714285714,9.45,50.6602564102564,92.0964597716443,8.52857142857143,16.2232558139535,566.573767903436,1153.93145694472,35.3848443223443,32.3998480243161,35.3848443223443,719.908126768614,60.9876076658053,35.3848443223443,14,31.5117335823218,10.3111111111111,20.5737745098039,344.691728478121,178.409130923714,219.993338443368,11,8.57142857142857,11.4222222222222,41.6368449905214,10.1309523809524,18.8174603174603,15.1975757575758,15.1975757575758,56.7662213299597,76.3676781108962,7.77777777777778,18.229797979798,248.625656473328,15.8333333333333,15.8962765957447,309.699358938408,20.6960007545746,387.970306598304,72.2800671550671,602.909477162535,39.6790885542225,8.10876623376623,16.3063492063492,20.2619047619048,413.26436654877,8.52857142857143,8.11868686868687,441.738358057966,352.408296452905,63.5873397843986
